,lat,long,total_bikes,restaurant_name,distance,rating,location
330,43.671535,-79.379173,16.0,Pai,434,9.2,18 Duncan St
331,43.646734,-79.38301,23.0,HotBlack Coffee,513,9.0,245 Queen St W
332,43.6662942,-79.4066433,15.0,The Keg Steakhouse + Bar,232,8.8,165 York St
333,43.675278,-79.423889,27.0,Chotto Matte,392,8.8,161 Bay St
334,43.648928,-79.378623,11.0,Cafe Landwer,194,8.7,165 University Ave
335,43.6509552,-79.3707,15.0,Walrus Pub & Beer Hall,302,8.7,187 Bay St
336,43.715951,-79.351246,27.0,The Library Specialty Coffee,945,8.9,281 Dundas St W
337,43.665645,-79.304711,27.0,Neo Coffee Bar,1158,9.0,161 Frederick St
338,43.645572,-79.39399,19.0,Sukho Thai,696,8.7,52 Wellington St E
339,43.652777,-79.372637,19.0,Cactus Club Cafe,210,8.5,77 Adelaide St W
340,43.665538,-79.451263,15.0,The Library Specialty Coffee,275,8.9,281 Dundas St W
341,43.650325,-79.372287,25.0,HotBlack Coffee,684,9.0,245 Queen St W
342,43.66943,-79.38915,15.0,Pai,956,9.2,18 Duncan St
343,43.669244,-79.3894,19.0,The Keg Steakhouse + Bar,829,8.8,165 York St
344,43.688526,-79.412903,15.0,Cafe Landwer,913,8.7,165 University Ave
345,43.683351,-79.41562,15.0,Tim Hortons,392,8.5,70 Gerrard St W
346,43.6574766,-79.373446,25.0,Neo Coffee Bar,1721,9.0,161 Frederick St
347,43.636611,-79.400042,19.0,The Keg Steakhouse & Bar,1430,8.9,515 Jarvis St
348,43.646552,-79.406468,9.0,Chotto Matte,1390,8.8,161 Bay St
349,43.647259,-79.379878,27.0,Walrus Pub & Beer Hall,1275,8.7,187 Bay St
350,43.713524,-79.400162,16.0,The Library Specialty Coffee,716,8.9,281 Dundas St W
351,43.65003919999999,-79.3733541,15.0,HotBlack Coffee,1153,9.0,245 Queen St W
352,43.653264,-79.382458,35.0,Pai,1373,9.2,18 Duncan St
353,43.663376,-79.392125,19.0,Sneaky Dee's,768,8.6,431 College St
354,43.660439,-79.385525,19.0,The Keg Steakhouse + Bar,1449,8.8,165 York St
355,43.659226,-79.390213,11.0,Cafe Landwer,1465,8.7,165 University Ave
356,43.65995,-79.38964,14.0,The Keg Steakhouse & Bar,1861,8.9,515 Jarvis St
357,43.661803,-79.389682,12.0,Tim Hortons,1049,8.5,70 Gerrard St W
358,43.660087,-79.385655,12.0,Dark Horse Espresso Bar,847,8.4,215 Spadina Ave
359,43.6146692,-79.4873148,17.0,Chotto Matte,2027,8.8,161 Bay St
360,43.626265,-79.476723,31.0,The Keg Steakhouse & Bar,2513,8.9,515 Jarvis St
361,43.63771,-79.458173,27.0,House on Parliament,3198,8.9,454 Parliament St
362,43.6390437,-79.4760109,23.0,Eataly,2027,8.4,55 Bloor St W
363,43.6486599,-79.4376413,15.0,The Library Specialty Coffee,3735,8.9,281 Dundas St W
364,43.6423847,-79.4240277,23.0,HotBlack Coffee,4182,9.0,245 Queen St W
365,43.6702236,-79.4360232,23.0,Pai,4453,9.2,18 Duncan St
366,43.67883,-79.408723,17.0,Neo Coffee Bar,4439,9.0,161 Frederick St
367,43.6752732,-79.3778458,23.0,Hair of the Dog,2897,8.5,425 Church St
368,43.645469,-79.411084,16.0,The Keg Steakhouse + Bar,4242,8.8,165 York St
369,43.6882821,-79.4253856,19.0,Tim Hortons,3285,8.5,70 Gerrard St W
370,43.651603,-79.408346,23.0,Pai,1110,9.2,18 Duncan St
371,43.670206,-79.402643,19.0,HotBlack Coffee,1381,9.0,245 Queen St W
372,43.661559,-79.413845,16.0,Chotto Matte,1177,8.8,161 Bay St
373,43.6560758,-79.393259,15.0,The Keg Steakhouse + Bar,1364,8.8,165 York St
374,43.6580442,-79.3927404,15.0,Walrus Pub & Beer Hall,1227,8.7,187 Bay St
375,43.6568254,-79.3966159,18.0,Cafe Landwer,1211,8.7,165 University Ave
376,43.5927419,-79.54033009999999,19.0,BeaverTails,629,8.5,145 Queen's Quay W
377,43.597082,-79.522768,19.0,The Keg Steakhouse + Bar,1412,8.7,26 the Esplanade
378,43.6171635,-79.4971065,31.0,Neo Coffee Bar,2038,9.0,161 Frederick St
379,43.612063,-79.496573,20.0,The Library Specialty Coffee,1848,8.9,281 Dundas St W
380,43.63732,-79.489083,19.0,The Good Neighbour,1698,8.8,238 Annette St
381,43.5961692,-79.5160575,27.0,Communist's Daughter,2589,8.6,1149 Dundas St W
382,43.613606,-79.4883535,27.0,Sneaky Dee's,3558,8.6,431 College St
383,43.664665,-79.489385,23.0,Pai,5158,9.2,18 Duncan St
384,43.665523,-79.484892,23.0,The Library Specialty Coffee,4890,8.9,281 Dundas St W
385,43.668496,-79.485426,19.0,HotBlack Coffee,5109,9.0,245 Queen St W
386,43.698841,-79.519472,27.0,Pennies,3489,8.3,127 Strachan Ave
387,43.658574,-79.487246,15.0,The Keg Steakhouse + Bar,5478,8.8,165 York St
388,43.63985,-79.43703,27.0,Cafe Landwer,5397,8.7,165 University Ave
389,43.665076,-79.341509,17.0,The Keg Steakhouse & Bar,6009,8.9,515 Jarvis St
390,43.6323994,-79.40978179999999,47.0,Pai,1314,9.2,18 Duncan St
391,43.6935477,-79.3301658,15.0,HotBlack Coffee,1522,9.0,245 Queen St W
392,43.6438036,-79.4770327,15.0,The Library Specialty Coffee,1831,8.9,281 Dundas St W
393,43.65246,-79.413528,20.0,The Keg Steakhouse + Bar,1730,8.8,165 York St
394,43.6548521,-79.35397680000001,15.0,Cafe Landwer,1562,8.7,165 University Ave
395,43.630874,-79.482407,23.0,Chotto Matte,1859,8.8,161 Bay St
396,43.6704403,-79.45328549999999,15.0,Walrus Pub & Beer Hall,1853,8.7,187 Bay St
397,43.6535,-79.354068,22.0,Neo Coffee Bar,2755,9.0,161 Frederick St
398,43.6617908,-79.361515,27.0,The Keg Steakhouse + Bar,2164,8.7,26 the Esplanade
399,43.649709,-79.364184,19.0,Sukho Thai,2264,8.7,52 Wellington St E
400,43.666051,-79.374161,47.0,Pai,2496,9.2,18 Duncan St
401,43.7005976,-79.397345,19.0,HotBlack Coffee,2687,9.0,245 Queen St W
402,43.7029672,-79.3979073,15.0,Communist's Daughter,2069,8.6,1149 Dundas St W
403,43.68871,-79.39264,19.0,The Library Specialty Coffee,2937,8.9,281 Dundas St W
404,43.6834703,-79.5108942,22.0,Pennies,1229,8.3,127 Strachan Ave
405,43.7696262,-79.5025943,27.0,Forget Me Not Cafe,1704,8.4,506 Adelaide St W
406,43.7641485,-79.5012809,27.0,The Keg Steakhouse + Bar,2915,8.8,165 York St
407,43.76521,-79.491281,23.0,Cafe Landwer,2748,8.7,165 University Ave
408,43.7724019,-79.4675395,19.0,Chotto Matte,3022,8.8,161 Bay St
409,43.7781116,-79.467963,31.0,Burdock,3721,9.1,1184 Bloor St W
410,43.707049,-79.40966,23.0,The Library Specialty Coffee,1166,8.9,281 Dundas St W
411,43.711751,-79.378615,31.0,HotBlack Coffee,1619,9.0,245 Queen St W
412,43.732975,-79.40401,15.0,Pai,1842,9.2,18 Duncan St
413,43.660274,-79.398049,20.0,Sneaky Dee's,761,8.6,431 College St
414,43.699281,-79.318802,19.0,The Keg Steakhouse & Bar,1940,8.9,515 Jarvis St
415,43.707582,-79.311439,24.0,The Keg Steakhouse + Bar,1901,8.8,165 York St
416,43.696631,-79.297436,19.0,Cafe Landwer,1928,8.7,165 University Ave
417,43.650077,-79.391291,23.0,Tim Hortons,1352,8.5,70 Gerrard St W
418,43.6765897,-79.3163022,19.0,Neo Coffee Bar,2856,9.0,161 Frederick St
419,43.650745,-79.383633,17.0,House on Parliament,2704,8.9,454 Parliament St
420,43.720233,-79.362092,27.0,The Good Neighbour,1113,8.8,238 Annette St
421,43.6926825,-79.441042,19.0,Communist's Daughter,3567,8.6,1149 Dundas St W
422,43.7041957,-79.4094472,14.0,Sneaky Dee's,4250,8.6,431 College St
423,43.7078691,-79.39248,15.0,Pai,5982,9.2,18 Duncan St
424,43.591561,-79.545827,33.0,The Library Specialty Coffee,5589,8.9,281 Dundas St W
425,43.5880774,-79.5432067,23.0,HotBlack Coffee,5886,9.0,245 Queen St W
426,43.754978,-79.1971289,11.0,The Keg Steakhouse + Bar,6248,8.8,165 York St
427,43.6856,-79.3718,20.0,The Keg Steakhouse & Bar,6433,8.9,515 Jarvis St
428,43.637764,-79.345359,49.0,Cafe Landwer,6194,8.7,165 University Ave
429,43.6629228,-79.4018451,36.0,Pennies,4527,8.3,127 Strachan Ave
430,43.660296,-79.397107,16.0,The Good Neighbour,1597,8.8,238 Annette St
431,43.788319,-79.123505,23.0,Communist's Daughter,2685,8.6,1149 Dundas St W
432,43.7805505,-79.1301203,25.0,Sneaky Dee's,3631,8.6,431 College St
433,43.7777114,-79.1659711,27.0,Pai,5246,9.2,18 Duncan St
434,43.779353,-79.193023,23.0,The Library Specialty Coffee,4966,8.9,281 Dundas St W
435,43.747854,-79.199327,19.0,HotBlack Coffee,5192,9.0,245 Queen St W
436,43.7561681,-79.2026694,27.0,The Keg Steakhouse + Bar,5561,8.8,165 York St
437,43.6002896,-79.5108692,23.0,Pennies,3592,8.3,127 Strachan Ave
438,43.6615467,-79.498398,15.0,Cafe Landwer,5483,8.7,165 University Ave
439,43.6632257,-79.4397052,17.0,The Keg Steakhouse & Bar,6063,8.9,515 Jarvis St
440,43.680095,-79.291714,15.0,The Library Specialty Coffee,1050,8.9,281 Dundas St W
441,43.691468,-79.288619,18.0,Sneaky Dee's,364,8.6,431 College St
442,43.645609,-79.380386,43.0,Pai,1593,9.2,18 Duncan St
443,43.6591666666667,-79.3855555555556,23.0,HotBlack Coffee,1418,9.0,245 Queen St W
444,43.658777,-79.369596,32.0,The Keg Steakhouse + Bar,1753,8.8,165 York St
445,43.6625395,-79.5030161,15.0,Cafe Landwer,1738,8.7,165 University Ave
446,43.7004017,-79.4275305,17.0,Dark Horse Espresso Bar,926,8.4,215 Spadina Ave
447,43.77953,-79.45233,15.0,The Keg Steakhouse & Bar,2245,8.9,515 Jarvis St
448,43.7774374,-79.4447096,23.0,Communist's Daughter,1696,8.6,1149 Dundas St W
449,43.6637403,-79.39806449999999,15.0,Chotto Matte,2320,8.8,161 Bay St
450,43.707045,-79.375437,15.0,The Keg Steakhouse & Bar,676,8.9,515 Jarvis St
451,43.6495789,-79.3762096,19.0,House on Parliament,958,8.9,454 Parliament St
452,43.6637,-79.400053,19.0,Neo Coffee Bar,1361,9.0,161 Frederick St
453,43.690903,-79.4375028,16.0,The Library Specialty Coffee,1181,8.9,281 Dundas St W
454,43.643253094827294,-79.41230469904167,15.0,HotBlack Coffee,1384,9.0,245 Queen St W
455,43.6029904,-79.4926867,19.0,Pai,1612,9.2,18 Duncan St
456,43.6596299,-79.4799176,15.0,Hair of the Dog,242,8.5,425 Church St
457,43.6608333,-79.43166666666667,15.0,The Keg Steakhouse + Bar,1257,8.8,165 York St
458,43.66083333333333,-79.43583333333333,22.0,Tim Hortons,542,8.5,70 Gerrard St W
459,43.69933,-79.39199,19.0,Sukho Thai,1404,8.7,52 Wellington St E
460,43.6653032,-79.4701178,15.0,Pai,1394,9.2,18 Duncan St
461,43.6162721,-79.4990363,19.0,HotBlack Coffee,1642,9.0,245 Queen St W
462,43.720645,-79.355474,27.0,Chotto Matte,1762,8.8,161 Bay St
463,43.6641174,-79.4588522,15.0,The Keg Steakhouse + Bar,1768,8.8,165 York St
464,43.6424558,-79.4296346,15.0,The Library Specialty Coffee,2026,8.9,281 Dundas St W
465,43.6954486,-79.4026176,19.0,Cafe Landwer,1598,8.7,165 University Ave
466,43.6850809,-79.3149901,15.0,Walrus Pub & Beer Hall,1782,8.7,187 Bay St
467,43.6800218,-79.3405681,16.0,The Keg Steakhouse + Bar,2038,8.7,26 the Esplanade
468,43.7842419,-79.1849889,16.0,BeaverTails,1318,8.5,145 Queen's Quay W
469,43.6451308,-79.36536439999999,15.0,Neo Coffee Bar,2655,9.0,161 Frederick St
470,43.6482995,-79.3552533,19.0,Pai,1084,9.2,18 Duncan St
471,43.65637299999999,-79.38781039999999,17.0,Chotto Matte,717,8.8,161 Bay St
472,43.657838,-79.38631,20.0,BeaverTails,54,8.5,145 Queen's Quay W
473,43.778015,-79.131911,19.0,HotBlack Coffee,1314,9.0,245 Queen St W
474,43.672079,-79.470171,23.0,Walrus Pub & Beer Hall,808,8.7,187 Bay St
475,43.690237,-79.350119,19.0,The Keg Steakhouse + Bar,862,8.7,26 the Esplanade
476,43.70942,-79.39139,19.0,Neo Coffee Bar,1480,9.0,161 Frederick St
477,43.671389,-79.382919,15.0,The Keg Steakhouse + Bar,1133,8.8,165 York St
478,43.671561,-79.38117,23.0,Sukho Thai,1043,8.7,52 Wellington St E
479,43.669576,-79.375961,15.0,Cafe Landwer,1036,8.7,165 University Ave
480,43.669903,-79.387802,11.0,The Library Specialty Coffee,884,8.9,281 Dundas St W
481,43.693256,-79.383238,14.0,The Keg Steakhouse & Bar,854,8.9,515 Jarvis St
482,43.65412449999999,-79.4636388,7.0,HotBlack Coffee,1148,9.0,245 Queen St W
483,43.680207,-79.339243,15.0,Pai,1397,9.2,18 Duncan St
484,43.6589882,-79.438715,11.0,House on Parliament,1273,8.9,454 Parliament St
485,43.6741219,-79.4352208,16.0,Neo Coffee Bar,1482,9.0,161 Frederick St
486,43.6469928,-79.3706665,19.0,The Keg Steakhouse + Bar,1093,8.8,165 York St
487,43.683884,-79.36647,25.0,Tim Hortons,232,8.5,70 Gerrard St W
488,43.6578449,-79.3899265,18.0,Hair of the Dog,420,8.5,425 Church St
489,43.6477785,-79.3847928,16.0,Cafe Landwer,1242,8.7,165 University Ave
490,43.6856128,-79.31168269999999,19.0,Pai,809,9.2,18 Duncan St
491,43.681944,-79.390556,11.0,Chotto Matte,338,8.8,161 Bay St
492,43.671771,-79.324961,19.0,Walrus Pub & Beer Hall,418,8.7,187 Bay St
493,43.64534,-79.409597,26.0,HotBlack Coffee,997,9.0,245 Queen St W
494,43.6393107,-79.4408141,19.0,The Keg Steakhouse + Bar,566,8.7,26 the Esplanade
495,43.68306889999999,-79.279682,22.0,The Keg Steakhouse + Bar,762,8.8,165 York St
496,43.6626628,-79.3323698,15.0,Neo Coffee Bar,1189,9.0,161 Frederick St
497,43.681114,-79.3373885,15.0,Sukho Thai,713,8.7,52 Wellington St E
498,43.638925,-79.4168659,15.0,Cafe Landwer,691,8.7,165 University Ave
499,43.676216,-79.309395,15.0,The Library Specialty Coffee,1461,8.9,281 Dundas St W
500,43.652822,-79.378208,23.0,House on Parliament,525,8.9,454 Parliament St
501,43.656311,-79.379158,39.0,The Keg Steakhouse & Bar,404,8.9,515 Jarvis St
502,43.656633,-79.379625,19.0,Neo Coffee Bar,1756,9.0,161 Frederick St
503,43.686962,-79.286864,16.0,Hair of the Dog,634,8.5,425 Church St
504,43.718039,-79.371914,17.0,The Library Specialty Coffee,1929,8.9,281 Dundas St W
505,43.672152,-79.39018,15.0,HotBlack Coffee,2151,9.0,245 Queen St W
506,43.673019,-79.467994,19.0,Pai,2375,9.2,18 Duncan St
507,43.72268,-79.37644,15.0,The Keg Steakhouse + Bar,2002,8.8,165 York St
508,43.6504218,-79.4407647,26.0,Sukho Thai,1974,8.7,52 Wellington St E
509,43.68850459999999,-79.3940052,19.0,Chotto Matte,2239,8.8,161 Bay St
510,43.641705,-79.393295,31.0,Pai,945,9.2,18 Duncan St
511,43.647663,-79.487583,23.0,HotBlack Coffee,1197,9.0,245 Queen St W
512,43.6558557,-79.3894093,20.0,The Keg Steakhouse + Bar,1320,8.8,165 York St
513,43.720998,-79.377456,11.0,Chotto Matte,1361,8.8,161 Bay St
514,43.72814640000001,-79.4032194,12.0,Cafe Landwer,1150,8.7,165 University Ave
515,43.652327224103,-79.3882538196087,19.0,The Library Specialty Coffee,1600,8.9,281 Dundas St W
516,43.6438602,-79.4227573,11.0,Walrus Pub & Beer Hall,1367,8.7,187 Bay St
517,43.7093201,-79.3996301,12.0,The Keg Steakhouse + Bar,1657,8.7,26 the Esplanade
518,43.64920406876699,-79.49336334201408,27.0,Neo Coffee Bar,2259,9.0,161 Frederick St
519,43.6503935,-79.3860211,27.0,Sukho Thai,1768,8.7,52 Wellington St E
520,43.6399714,-79.39940399999999,16.0,Communist's Daughter,1414,8.6,1149 Dundas St W
521,43.68827060022711,-79.43937767081853,19.0,Pai,2799,9.2,18 Duncan St
522,43.6614605,-79.37894570000002,24.0,HotBlack Coffee,2924,9.0,245 Queen St W
523,43.69413548199171,-79.30058718775287,20.0,Pennies,948,8.3,127 Strachan Ave
524,43.7254665,-79.40115449999999,23.0,The Library Specialty Coffee,3043,8.9,281 Dundas St W
525,43.7083577,-79.39886200000001,35.0,Sneaky Dee's,2403,8.6,431 College St
526,43.640978,-79.376785,23.0,The Keg Steakhouse + Bar,3224,8.8,165 York St
527,43.63840090000001,-79.4197107,17.0,Cafe Landwer,3071,8.7,165 University Ave
528,43.7027268,-79.33368089999999,19.0,Chotto Matte,3467,8.8,161 Bay St
529,43.70567,-79.310554,18.0,Walrus Pub & Beer Hall,3445,8.7,187 Bay St
530,43.635,-79.4088888888889,19.0,The Library Specialty Coffee,869,8.9,281 Dundas St W
531,43.65678478285314,-79.35627385059036,15.0,Pai,1237,9.2,18 Duncan St
532,43.732016,-79.403637,15.0,HotBlack Coffee,1112,9.0,245 Queen St W
533,43.67515255542865,-79.38849615969643,14.0,Sneaky Dee's,544,8.6,431 College St
534,43.67468857448634,-79.36701962396272,19.0,The Keg Steakhouse + Bar,1474,8.8,165 York St
535,43.72736548824631,-79.3814254607724,16.0,Cafe Landwer,1424,8.7,165 University Ave
536,43.6846177,-79.39245919999999,16.0,Dark Horse Espresso Bar,516,8.4,215 Spadina Ave
537,43.645835578756525,-79.32088910859937,15.0,Chotto Matte,2011,8.8,161 Bay St
538,43.77345,-79.5002,16.0,Communist's Daughter,1626,8.6,1149 Dundas St W
539,43.686442,-79.313404,15.0,Walrus Pub & Beer Hall,1918,8.7,187 Bay St
540,43.66402799999999,-79.40297869999999,35.0,The Good Neighbour,2284,8.8,238 Annette St
541,43.6544839,-79.34105699999999,24.0,Communist's Daughter,2061,8.6,1149 Dundas St W
542,43.6481303,-79.38632,20.0,Sneaky Dee's,2878,8.6,431 College St
543,43.65049,-79.3873,39.0,Pai,4542,9.2,18 Duncan St
544,43.64134790000001,-79.4013882,23.0,The Library Specialty Coffee,4220,8.9,281 Dundas St W
545,43.64215,-79.377,23.0,HotBlack Coffee,4471,9.0,245 Queen St W
546,43.663337,-79.446444,15.0,The Keg Steakhouse + Bar,4839,8.8,165 York St
547,43.6392777,-79.4115736,19.0,Pennies,3018,8.3,127 Strachan Ave
548,43.645102,-79.39744979999999,22.0,Cafe Landwer,4769,8.7,165 University Ave
549,43.6602021,-79.4342726,12.0,The Keg Steakhouse & Bar,5280,8.9,515 Jarvis St
550,43.644887,-79.45641169999999,15.0,Communist's Daughter,1717,8.6,1149 Dundas St W
551,43.680012,-79.34403250000001,26.0,The Good Neighbour,2567,8.8,238 Annette St
552,43.641952,-79.380723,14.0,Sneaky Dee's,2746,8.6,431 College St
553,43.637381,-79.406112,15.0,Pai,4297,9.2,18 Duncan St
554,43.63811,-79.397877,27.0,HotBlack Coffee,4256,9.0,245 Queen St W
555,43.64957,-79.432446,15.0,The Library Specialty Coffee,4059,8.9,281 Dundas St W
556,43.64191,-79.378325,15.0,Pennies,2624,8.3,127 Strachan Ave
557,43.6700692,-79.2971326,26.0,The Keg Steakhouse + Bar,4626,8.8,165 York St
558,43.6559476,-79.37558829999999,19.0,Cafe Landwer,4540,8.7,165 University Ave
559,43.707212,-79.2952873,19.0,Dark Horse Espresso Bar,3586,8.4,215 Spadina Ave
560,43.6677628,-79.30811709999999,19.0,Communist's Daughter,1783,8.6,1149 Dundas St W
561,43.6750806,-79.3068697,19.0,The Good Neighbour,2597,8.8,238 Annette St
562,43.6754247,-79.4547813,13.0,Sneaky Dee's,2931,8.6,431 College St
563,43.6467433,-79.446895,19.0,Pai,4392,9.2,18 Duncan St
564,43.6409957,-79.40966630000001,23.0,HotBlack Coffee,4373,9.0,245 Queen St W
565,43.6593483,-79.34993659999999,18.0,The Library Specialty Coffee,4212,8.9,281 Dundas St W
566,43.67168,-79.421192,19.0,Pennies,2616,8.3,127 Strachan Ave
567,43.652634,-79.374222,16.0,The Keg Steakhouse + Bar,4741,8.8,165 York St
568,43.6519501,-79.4060978,27.0,Cafe Landwer,4644,8.7,165 University Ave
569,43.6613642,-79.3641171,19.0,Dark Horse Espresso Bar,3701,8.4,215 Spadina Ave
570,43.6808774,-79.3304491,19.0,Communist's Daughter,1439,8.6,1149 Dundas St W
571,43.6623658,-79.3413344,19.0,The Good Neighbour,2886,8.8,238 Annette St
572,43.6791345,-79.3263159,27.0,Sneaky Dee's,2578,8.6,431 College St
573,43.6478206,-79.3704721,15.0,Pai,4045,9.2,18 Duncan St
574,43.635495,-79.40352209999999,19.0,HotBlack Coffee,4022,9.0,245 Queen St W
575,43.6868681,-79.3110942,20.0,The Library Specialty Coffee,3857,8.9,281 Dundas St W
576,43.678177,-79.435364,15.0,Pennies,2303,8.3,127 Strachan Ave
577,43.6962302,-79.39504339999999,23.0,The Keg Steakhouse + Bar,4390,8.8,165 York St
578,43.667076,-79.425116,15.0,Cafe Landwer,4295,8.7,165 University Ave
579,43.649217,-79.465319,26.0,Dark Horse Espresso Bar,3350,8.4,215 Spadina Ave
580,43.68005,-79.43469,15.0,Communist's Daughter,585,8.6,1149 Dundas St W
581,43.675648,-79.4527619,19.0,Sneaky Dee's,1241,8.6,431 College St
582,43.6677246,-79.4041365,18.0,Pai,2833,9.2,18 Duncan St
583,43.66496415990742,-79.38355031526893,26.0,The Library Specialty Coffee,2551,8.9,281 Dundas St W
584,43.648437,-79.39838,12.0,HotBlack Coffee,2769,9.0,245 Queen St W
585,43.6673,-79.374,31.0,The Keg Steakhouse + Bar,3138,8.8,165 York St
586,43.6517925,-79.38269509999999,23.0,Pennies,1502,8.3,127 Strachan Ave
587,43.6372958,-79.4423237,19.0,Cafe Landwer,3063,8.7,165 University Ave
588,43.6554793,-79.4302462,15.0,Dark Horse Espresso Bar,2105,8.4,215 Spadina Ave
589,43.686352,-79.415894,22.0,Chotto Matte,3636,8.8,161 Bay St
590,43.6442457,-79.41610440000001,19.0,The Good Neighbour,1013,8.8,238 Annette St
591,43.7741,-79.5005,15.0,Communist's Daughter,3626,8.6,1149 Dundas St W
592,43.683979,-79.410657,15.0,Sneaky Dee's,4678,8.6,431 College St
593,43.6472019,-79.3953394,15.0,Pai,6228,9.2,18 Duncan St
594,43.6513927,-79.35794659999999,15.0,HotBlack Coffee,6195,9.0,245 Queen St W
595,43.6647688,-79.3772602,17.0,The Library Specialty Coffee,6000,8.9,281 Dundas St W
596,43.6506,-79.381285,22.0,Pennies,4458,8.3,127 Strachan Ave
597,43.6408346,-79.3429074,15.0,The Keg Steakhouse + Bar,6565,8.8,165 York St
598,43.6586525,-79.440502,23.0,Cafe Landwer,6475,8.7,165 University Ave
599,43.6585504,-79.4497659,19.0,The Keg Steakhouse & Bar,7146,8.9,515 Jarvis St
600,43.6484201,-79.40051919999999,28.0,Cheese Boutique,865,9.0,45 Ripley Ave
601,43.6461512,-79.3998214,11.0,The Good Neighbour,2998,8.8,238 Annette St
602,43.693187,-79.314283,11.0,Communist's Daughter,3849,8.6,1149 Dundas St W
603,43.6425791,-79.40011729999999,11.0,Pai,6294,9.2,18 Duncan St
604,43.6469251,-79.3733192,19.0,HotBlack Coffee,6350,9.0,245 Queen St W
605,43.644395,-79.40065430000001,16.0,Sneaky Dee's,5164,8.6,431 College St
606,43.6463574,-79.391206,11.0,The Library Specialty Coffee,6308,8.9,281 Dundas St W
607,43.6682342,-79.3702641,15.0,Pennies,4326,8.3,127 Strachan Ave
608,43.6791876,-79.39071899999999,15.0,The Keg Steakhouse + Bar,6696,8.8,165 York St
609,43.674446,-79.398331,15.0,Cafe Landwer,6566,8.7,165 University Ave
610,43.6334636,-79.4143057,19.0,The Good Neighbour,1256,8.8,238 Annette St
611,43.6352007,-79.4187711,14.0,Communist's Daughter,3194,8.6,1149 Dundas St W
612,43.6501644,-79.48296909999999,31.0,Sneaky Dee's,4237,8.6,431 College St
613,43.636804,-79.408832,42.0,Pai,5793,9.2,18 Duncan St
614,43.6658804,-79.38761010000002,20.0,HotBlack Coffee,5757,9.0,245 Queen St W
615,43.68035,-79.28357,15.0,The Library Specialty Coffee,5559,8.9,281 Dundas St W
616,43.6535052,-79.3667689,19.0,Pennies,4042,8.3,127 Strachan Ave
617,43.70241858146351,-79.2563167072858,15.0,The Keg Steakhouse + Bar,6127,8.8,165 York St
618,43.68824135931814,-79.27046628033244,14.0,Cafe Landwer,6038,8.7,165 University Ave
619,43.691688,-79.265027,15.0,The Keg Steakhouse & Bar,6711,8.9,515 Jarvis St
620,43.697490048103,-79.25655146462776,15.0,Cheese Boutique,1644,9.0,45 Ripley Ave
621,43.69401297794256,-79.26257204548136,15.0,The Good Neighbour,3035,8.8,238 Annette St
622,43.6929478,-79.28339980000001,15.0,Communist's Daughter,3006,8.6,1149 Dundas St W
